Numero de documentos del corpus: 7943
Word: abdulwali Frec: 0 LogProb: -13.638559
Word: abdulzahra Frec: 0 LogProb: -13.638559
Word: abdulzahrasuhil Frec: 0 LogProb: -13.638559
Word: abdwabbo Frec: 0 LogProb: -13.638559
Word: abe Frec: 0 LogProb: -13.638559
Word: abeis Frec: 0 LogProb: -13.638559
Word: abel Frec: 1 LogProb: -12.945413
Word: abello Frec: 3 LogProb: -12.252265
Word: abels Frec: 0 LogProb: -13.638559
Word: aben Frec: 0 LogProb: -13.638559
Word: abenteuer Frec: 0 LogProb: -13.638559
Word: aber Frec: 0 LogProb: -13.638559
Word: aberdeenshire Frec: 1 LogProb: -12.945413
Word: abernathy Frec: 1 LogProb: -12.945413
Word: aberration Frec: 1 LogProb: -12.945413
Word: abert Frec: 0 LogProb: -13.638559
Word: abetted Frec: 3 LogProb: -12.252265
Word: abey Frec: 0 LogProb: -13.638559
Word: abeyance Frec: 4 LogProb: -12.029121
Word: abf Frec: 0 LogProb: -13.638559
Word: abgegeben Frec: 0 LogProb: -13.638559
Word: abgehoben Frec: 0 LogProb: -13.638559
Word: abgelegenen Frec: 0 LogProb: -13.638559
Word: abgelehnt Frec: 0 LogProb: -13.638559
Word: abgeschlossene Frec: 0 LogProb: -13.638559
Word: abhay Frec: 10 LogProb: -11.240664
Word: abhor Frec: 0 LogProb: -13.638559
Word: abi Frec: 0 LogProb: -13.638559
Word: abibatu Frec: 0 LogProb: -13.638559
Word: abide Frec: 4 LogProb: -12.029121
Word: abidjan Frec: 0 LogProb: -13.638559
Word: abierta Frec: 2 LogProb: -12.539948
Word: abies Frec: 0 LogProb: -13.638559
Word: abiiity Frec: 0 LogProb: -13.638559
Word: abil Frec: 1 LogProb: -12.945413
Word: abilities Frec: 20 LogProb: -10.594037
Word: ability Frec: 127 LogProb: -8.786530
Word: abilmesi Frec: 0 LogProb: -13.638559
Word: abilty Frec: 1 LogProb: -12.945413
Word: abit Frec: 0 LogProb: -13.638559
Word: abitibi Frec: 2 LogProb: -12.539948
Word: abiword Frec: 5 LogProb: -11.846800
Word: abject Frec: 1 LogProb: -12.945413
Word: abklaeren Frec: 1 LogProb: -12.945413
Word: ablative Frec: 0 LogProb: -13.638559
Word: ablauf Frec: 0 LogProb: -13.638559
Word: ablaufdatum Frec: 0 LogProb: -13.638559
Word: able Frec: 448 LogProb: -7.531537
Word: abler Frec: 2 LogProb: -12.539948
Word: abliged Frec: 1 LogProb: -12.945413
Word: ablins Frec: 0 LogProb: -13.638559
Word: ablx Frec: 2 LogProb: -12.539948
Word: ably Frec: 0 LogProb: -13.638559
Word: abn Frec: 8 LogProb: -11.441336
Word: abnegate Frec: 0 LogProb: -13.638559
Word: abnormal Frec: 2 LogProb: -12.539948
Word: abnormality Frec: 0 LogProb: -13.638559
Word: abnt Frec: 0 LogProb: -13.638559
Word: aboard Frec: 3 LogProb: -12.252265
Word: aboba Frec: 1 LogProb: -12.945413
Word: abogado Frec: 0 LogProb: -13.638559
Word: abolishfoodtray Frec: 0 LogProb: -13.638559
Word: abolition Frec: 2 LogProb: -12.539948
Word: abondantly Frec: 0 LogProb: -13.638559
Word: abook Frec: 1 LogProb: -12.945413
Word: aboriginal Frec: 3 LogProb: -12.252265
Word: abormalities Frec: 2 LogProb: -12.539948
Word: abort Frec: 2 LogProb: -12.539948
Word: aborted Frec: 1 LogProb: -12.945413
Word: abortive Frec: 0 LogProb: -13.638559
Word: abou Frec: 0 LogProb: -13.638559
Word: aboubacar Frec: 0 LogProb: -13.638559
Word: aboubaka Frec: 0 LogProb: -13.638559
Word: abound Frec: 1 LogProb: -12.945413
Word: abounds Frec: 1 LogProb: -12.945413
Word: about Frec: 1857 LogProb: -6.111304
Word: abouts Frec: 1 LogProb: -12.945413
Word: aboutthis Frec: 0 LogProb: -13.638559
Word: aboutus Frec: 0 LogProb: -13.638559
Word: aboutvenita Frec: 0 LogProb: -13.638559
Word: above Frec: 256 LogProb: -8.089483
Word: aboveground Frec: 0 LogProb: -13.638559
Word: abovenet Frec: 9 LogProb: -11.335975
Word: abovetelefax Frec: 0 LogProb: -13.638559
Word: abp Frec: 0 LogProb: -13.638559
Word: abqewvbgf Frec: 0 LogProb: -13.638559
Word: abr Frec: 1 LogProb: -12.945413
Word: abraham Frec: 6 LogProb: -11.692650
Word: abramov Frec: 0 LogProb: -13.638559
Word: abramowicz Frec: 1 LogProb: -12.945413
Word: abrasive Frec: 4 LogProb: -12.029121
Word: abre Frec: 1 LogProb: -12.945413
Word: abreast Frec: 4 LogProb: -12.029121
Word: abree Frec: 0 LogProb: -13.638559
Word: abrend Frec: 0 LogProb: -13.638559
Word: abreo Frec: 4 LogProb: -12.029121
Word: abreviados Frec: 1 LogProb: -12.945413
Word: abri Frec: 1 LogProb: -12.945413
Word: abridged Frec: 1 LogProb: -12.945413
Word: abril Frec: 90 LogProb: -9.127700
Word: abrir Frec: 4 LogProb: -12.029121
Word: abrirla Frec: 1 LogProb: -12.945413
Word: abrirle Frec: 0 LogProb: -13.638559
Word: abroad Frec: 7 LogProb: -11.559118
Word: abruptly Frec: 0 LogProb: -13.638559
Word: abs Frec: 2 LogProb: -12.539948
Word: abschicken Frec: 0 LogProb: -13.638559
Word: abschlie Frec: 0 LogProb: -13.638559
Word: abschnitt Frec: 0 LogProb: -13.638559
Word: abscissa Frec: 0 LogProb: -13.638559
Word: abscond Frec: 0 LogProb: -13.638559
Word: absconding Frec: 0 LogProb: -13.638559
Word: absconds Frec: 0 LogProb: -13.638559
Word: absence Frec: 27 LogProb: -10.306355
Word: absender Frec: 0 LogProb: -13.638559
Word: absenders Frec: 0 LogProb: -13.638559
Word: absense Frec: 3 LogProb: -12.252265
Word: absent Frec: 4 LogProb: -12.029121
Word: absentee Frec: 0 LogProb: -13.638559
Word: absentia Frec: 0 LogProb: -13.638559
Word: absicht Frec: 0 LogProb: -13.638559
Word: absichtserkl Frec: 0 LogProb: -13.638559
Word: absolute Frec: 10 LogProb: -11.240664
Word: absolutely Frec: 34 LogProb: -10.083212
Word: absolutes Frec: 0 LogProb: -13.638559
Word: absolve Frec: 0 LogProb: -13.638559
Word: absolved Frec: 1 LogProb: -12.945413
Word: absorb Frec: 7 LogProb: -11.559118
Word: absorbablesmoke Frec: 0 LogProb: -13.638559
Word: absorbableterminus Frec: 0 LogProb: -13.638559
Word: absorbed Frec: 2 LogProb: -12.539948
Word: absorbent Frec: 0 LogProb: -13.638559
Word: absorbing Frec: 2 LogProb: -12.539948
Word: absorbowac Frec: 1 LogProb: -12.945413
Word: absorbs Frec: 2 LogProb: -12.539948
Word: absorption Frec: 1 LogProb: -12.945413
Word: absoutely Frec: 1 LogProb: -12.945413
Word: abspielt Frec: 0 LogProb: -13.638559
Word: absprache Frec: 0 LogProb: -13.638559
Word: abstained Frec: 2 LogProb: -12.539948
Word: abstract Frec: 54 LogProb: -9.631227
Word: abstraction Frec: 2 LogProb: -12.539948
Word: abstractive Frec: 0 LogProb: -13.638559
Word: abstractly Frec: 0 LogProb: -13.638559
Word: abstractors Frec: 0 LogProb: -13.638559
Word: abstracts Frec: 1 LogProb: -12.945413
Word: abstruse Frec: 1 LogProb: -12.945413
Word: abstruseness Frec: 0 LogProb: -13.638559
Word: absuav Frec: 0 LogProb: -13.638559
Word: absultely Frec: 0 LogProb: -13.638559
Word: absurd Frec: 3 LogProb: -12.252265
Word: absurdity Frec: 1 LogProb: -12.945413
Word: abteilungleiter Frec: 0 LogProb: -13.638559
Word: abteilungsleiters Frec: 0 LogProb: -13.638559
Word: abu Frec: 13 LogProb: -10.999502
Word: abubaker Frec: 0 LogProb: -13.638559
Word: abuja Frec: 0 LogProb: -13.638559
Word: abula Frec: 0 LogProb: -13.638559
Word: abundance Frec: 2 LogProb: -12.539948
Word: abundancegroup Frec: 0 LogProb: -13.638559
Word: abundanceplan Frec: 0 LogProb: -13.638559
Word: abundant Frec: 1 LogProb: -12.945413
Word: abundantly Frec: 0 LogProb: -13.638559
Word: abuse Frec: 10 LogProb: -11.240664
Word: abused Frec: 0 LogProb: -13.638559
Word: abuses Frec: 1 LogProb: -12.945413
Word: abusing Frec: 1 LogProb: -12.945413
Word: abw Frec: 1 LogProb: -12.945413
Word: abwickeln Frec: 0 LogProb: -13.638559
Word: aby Frec: 5 LogProb: -11.846800
Word: abym Frec: 0 LogProb: -13.638559
Word: abyp Frec: 0 LogProb: -13.638559
Word: abyssinia Frec: 0 LogProb: -13.638559
Word: abyste Frec: 0 LogProb: -13.638559
Word: abzurufen Frec: 0 LogProb: -13.638559
Word: abzuwickeln Frec: 0 LogProb: -13.638559
Word: ac Frec: 29 LogProb: -10.237363
Word: aca Frec: 6 LogProb: -11.692650
Word: acaban Frec: 1 LogProb: -12.945413
Word: acabo Frec: 9 LogProb: -11.335975
Word: acacdmy Frec: 0 LogProb: -13.638559
Word: acacia Frec: 1 LogProb: -12.945413
Word: acad Frec: 305 LogProb: -7.914975
Word: academe Frec: 2 LogProb: -12.539948
Word: academia Frec: 6 LogProb: -11.692650
Word: academic Frec: 93 LogProb: -9.095265
Word: academica Frec: 59 LogProb: -9.544215
Word: academicaconsult Frec: 0 LogProb: -13.638559
Word: academically Frec: 1 LogProb: -12.945413
Word: academicas Frec: 1 LogProb: -12.945413
Word: academicians Frec: 4 LogProb: -12.029121
Word: academico Frec: 7 LogProb: -11.559118
Word: academicos Frec: 4 LogProb: -12.029121
Word: academicrecommendations Frec: 0 LogProb: -13.638559
Word: academics Frec: 30 LogProb: -10.204573
Word: academy Frec: 7 LogProb: -11.559118
Word: acadia Frec: 0 LogProb: -13.638559
Word: acargar Frec: 1 LogProb: -12.945413
Word: acc Frec: 1 LogProb: -12.945413
Word: accapital Frec: 0 LogProb: -13.638559
Word: acccount Frec: 0 LogProb: -13.638559
Word: accder Frec: 1 LogProb: -12.945413
Word: acced Frec: 3 LogProb: -12.252265
Word: acceder Frec: 47 LogProb: -9.767359
Word: accediendo Frec: 0 LogProb: -13.638559
Word: accedo Frec: 1 LogProb: -12.945413
Word: accelerate Frec: 19 LogProb: -10.642827
Word: accelerated Frec: 6 LogProb: -11.692650
Word: accelerates Frec: 0 LogProb: -13.638559
Word: accelerating Frec: 5 LogProb: -11.846800
Word: accellerate Frec: 1 LogProb: -12.945413
Word: accent Frec: 1 LogProb: -12.945413
Word: accents Frec: 0 LogProb: -13.638559
Word: accentuates Frec: 1 LogProb: -12.945413
Word: accenture Frec: 1 LogProb: -12.945413
Word: accept Frec: 80 LogProb: -9.244111
Word: acceptable Frec: 49 LogProb: -9.726537
Word: acceptance Frec: 29 LogProb: -10.237363
Word: accepted Frec: 54 LogProb: -9.631227
Word: accepteert Frec: 0 LogProb: -13.638559
Word: accepting Frec: 14 LogProb: -10.930510
Word: accepts Frec: 5 LogProb: -11.846800
Word: acces Frec: 6 LogProb: -11.692650
Word: accesibles Frec: 0 LogProb: -13.638559
Word: accesing Frec: 0 LogProb: -13.638559
Word: acceso Frec: 36 LogProb: -10.027642
Word: accesos Frec: 0 LogProb: -13.638559
Word: access Frec: 503 LogProb: -7.415984
Word: accessallure Frec: 0 LogProb: -13.638559
Word: accesscam Frec: 0 LogProb: -13.638559
Word: accessed Frec: 8 LogProb: -11.441336
Word: accessenergy Frec: 1 LogProb: -12.945413
Word: accesses Frec: 0 LogProb: -13.638559
Word: accessibility Frec: 2 LogProb: -12.539948
Word: accessible Frec: 12 LogProb: -11.073610
Word: accessing Frec: 23 LogProb: -10.460505
Word: accession Frec: 0 LogProb: -13.638559
Word: accessories Frec: 0 LogProb: -13.638559
Word: accessorized Frec: 1 LogProb: -12.945413
Word: accessory Frec: 1 LogProb: -12.945413
Word: acci Frec: 1 LogProb: -12.945413
Word: accident Frec: 4 LogProb: -12.029121
Word: accidental Frec: 0 LogProb: -13.638559
Word: accidentally Frec: 2 LogProb: -12.539948
Word: accidente Frec: 1 LogProb: -12.945413
Word: accidently Frec: 0 LogProb: -13.638559
Word: accidents Frec: 1 LogProb: -12.945413
Word: acciones Frec: 1 LogProb: -12.945413
Word: acclaimed Frec: 1 LogProb: -12.945413
Word: acclimate Frec: 0 LogProb: -13.638559
Word: acclivity Frec: 0 LogProb: -13.638559
Word: acco Frec: 0 LogProb: -13.638559
Word: accommodate Frec: 22 LogProb: -10.503065
Word: accommodated Frec: 0 LogProb: -13.638559
Word: accommodates Frec: 1 LogProb: -12.945413
Word: accommodating Frec: 0 LogProb: -13.638559
Word: accommodation Frec: 6 LogProb: -11.692650
Word: accommodationist Frec: 1 LogProb: -12.945413
Word: accommodations Frec: 9 LogProb: -11.335975
Word: accomodate Frec: 11 LogProb: -11.153653
Word: accomodated Frec: 1 LogProb: -12.945413
Word: accomodates Frec: 1 LogProb: -12.945413
Word: accomodating Frec: 5 LogProb: -11.846800
Word: accomodation Frec: 5 LogProb: -11.846800
Word: accomodations Frec: 0 LogProb: -13.638559
Word: accompagnateur Frec: 0 LogProb: -13.638559
Word: accompagne Frec: 0 LogProb: -13.638559
Word: accompagnement Frec: 0 LogProb: -13.638559
Word: accompagner Frec: 0 LogProb: -13.638559
Word: accompanied Frec: 4 LogProb: -12.029121
Word: accompanies Frec: 2 LogProb: -12.539948
Word: accompanist Frec: 0 LogProb: -13.638559
Word: accompany Frec: 12 LogProb: -11.073610
Word: accompanying Frec: 11 LogProb: -11.153653
Word: accomplice Frec: 0 LogProb: -13.638559
Word: accomplish Frec: 16 LogProb: -10.805346
Word: accomplished Frec: 13 LogProb: -10.999502
Word: accomplishemnts Frec: 1 LogProb: -12.945413
Word: accomplisher Frec: 0 LogProb: -13.638559
Word: accomplishing Frec: 3 LogProb: -12.252265
Word: accomplishment Frec: 6 LogProb: -11.692650
Word: accomplishments Frec: 17 LogProb: -10.748188
Word: accord Frec: 8 LogProb: -11.441336
Word: accordance Frec: 4 LogProb: -12.029121
Word: accorde Frec: 0 LogProb: -13.638559
Word: accorded Frec: 0 LogProb: -13.638559
Word: according Frec: 92 LogProb: -9.105960
Word: accordingly Frec: 18 LogProb: -10.694120
Word: accords Frec: 1 LogProb: -12.945413
Word: accou Frec: 0 LogProb: -13.638559
Word: accoun Frec: 0 LogProb: -13.638559
Word: account Frec: 145 LogProb: -8.654953
Word: accountability Frec: 13 LogProb: -10.999502
Word: accountably Frec: 0 LogProb: -13.638559
Word: accountancy Frec: 0 LogProb: -13.638559
Word: accountant Frec: 1 LogProb: -12.945413
Word: accountants Frec: 6 LogProb: -11.692650
Word: accounted Frec: 2 LogProb: -12.539948
Word: accounting Frec: 128 LogProb: -8.778748
Word: accounton Frec: 1 LogProb: -12.945413
Word: accounts Frec: 63 LogProb: -9.479676
Word: accountsecureadmin Frec: 0 LogProb: -13.638559
Word: accountupdatebrodcast Frec: 0 LogProb: -13.638559
Word: accountupdatebrodcaster Frec: 0 LogProb: -13.638559
Word: accountverificationes Frec: 0 LogProb: -13.638559
Word: accountverifycenter Frec: 0 LogProb: -13.638559
Word: accountweb Frec: 0 LogProb: -13.638559
Word: accra Frec: 0 LogProb: -13.638559
Word: accreditation Frec: 3 LogProb: -12.252265
Word: accreditations Frec: 0 LogProb: -13.638559
Word: accredited Frec: 0 LogProb: -13.638559
Word: accro Frec: 0 LogProb: -13.638559
Word: accroitre Frec: 0 LogProb: -13.638559
Word: accross Frec: 1 LogProb: -12.945413
Word: accrual Frec: 6 LogProb: -11.692650
Word: accruals Frec: 1 LogProb: -12.945413
Word: accrue Frec: 1 LogProb: -12.945413
Word: accrued Frec: 0 LogProb: -13.638559
Word: accruing Frec: 2 LogProb: -12.539948
Word: acct Frec: 0 LogProb: -13.638559
Word: acculturating Frec: 0 LogProb: -13.638559
Word: accumuiation Frec: 0 LogProb: -13.638559
Word: accumulate Frec: 0 LogProb: -13.638559
Word: accumulated Frec: 3 LogProb: -12.252265
Word: accumulating Frec: 1 LogProb: -12.945413
Word: accumulation Frec: 2 LogProb: -12.539948
Word: accumulations Frec: 3 LogProb: -12.252265
Word: accuracy Frec: 26 LogProb: -10.342723
Word: accurate Frec: 38 LogProb: -9.974998
Word: accurately Frec: 23 LogProb: -10.460505
Word: accuratewear Frec: 0 LogProb: -13.638559
Word: accusation Frec: 1 LogProb: -12.945413
Word: accuse Frec: 2 LogProb: -12.539948
Word: accused Frec: 7 LogProb: -11.559118
Word: accusingly Frec: 0 LogProb: -13.638559
Word: accustomed Frec: 1 LogProb: -12.945413
Word: accustoming Frec: 0 LogProb: -13.638559
Word: accuweather Frec: 2 LogProb: -12.539948
Word: accuwx Frec: 2 LogProb: -12.539948
Word: acdbmarketing Frec: 0 LogProb: -13.638559
Word: ace Frec: 6 LogProb: -11.692650
Word: aceasta Frec: 0 LogProb: -13.638559
Word: acedemica Frec: 1 LogProb: -12.945413
Word: acel Frec: 0 LogProb: -13.638559
Word: acelerar Frec: 0 LogProb: -13.638559
Word: acentos Frec: 1 LogProb: -12.945413
Word: acepta Frec: 9 LogProb: -11.335975
Word: aceptaci Frec: 1 LogProb: -12.945413
Word: aceptacion Frec: 1 LogProb: -12.945413
Word: aceptada Frec: 9 LogProb: -11.335975
Word: aceptadas Frec: 8 LogProb: -11.441336
Word: aceptado Frec: 5 LogProb: -11.846800
Word: aceptan Frec: 3 LogProb: -12.252265
Word: aceptar Frec: 9 LogProb: -11.335975
Word: aceptaron Frec: 3 LogProb: -12.252265
Word: acepten Frec: 1 LogProb: -12.945413
Word: acepto Frec: 1 LogProb: -12.945413
Word: acerbic Frec: 1 LogProb: -12.945413
Word: acerc Frec: 6 LogProb: -11.692650
Word: acerca Frec: 13 LogProb: -10.999502
Word: acercar Frec: 21 LogProb: -10.547517
Word: acercarlo Frec: 1 LogProb: -12.945413
Word: acercarme Frec: 10 LogProb: -11.240664
Word: acercarte Frec: 161 LogProb: -8.550963
Word: acercas Frec: 4 LogProb: -12.029121
Word: acercaste Frec: 1 LogProb: -12.945413
Word: acercate Frec: 14 LogProb: -10.930510
Word: acerco Frec: 1 LogProb: -12.945413
Word: acerqu Frec: 2 LogProb: -12.539948
Word: acerque Frec: 2 LogProb: -12.539948
Word: acessar Frec: 0 LogProb: -13.638559
Word: acesse Frec: 0 LogProb: -13.638559
Word: acesso Frec: 0 LogProb: -13.638559
Word: acessos Frec: 0 LogProb: -13.638559
Word: acetrakit Frec: 0 LogProb: -13.638559
Word: acetylene Frec: 0 LogProb: -13.638559
Word: aceuticai Frec: 0 LogProb: -13.638559
Word: acf Frec: 0 LogProb: -13.638559
Word: acffiwghrsjoiuuhacffimghrsfoiuuhacffimghrsfoiuuiacffiwghrsfoiuuiacffiwgbkein Frec: 0 LogProb: -13.638559
Word: ach Frec: 1 LogProb: -12.945413
Word: acheive Frec: 0 LogProb: -13.638559
Word: aches Frec: 0 LogProb: -13.638559
Word: achetez Frec: 0 LogProb: -13.638559
Word: achievable Frec: 3 LogProb: -12.252265
Word: achieve Frec: 26 LogProb: -10.342723
Word: achieved Frec: 15 LogProb: -10.865971
Word: achievement Frec: 7 LogProb: -11.559118
Word: achievements Frec: 5 LogProb: -11.846800
Word: achiever Frec: 0 LogProb: -13.638559
Word: achieves Frec: 6 LogProb: -11.692650
Word: achieving Frec: 7 LogProb: -11.559118
Word: aching Frec: 0 LogProb: -13.638559
Word: achis Frec: 0 LogProb: -13.638559
Word: achivo Frec: 2 LogProb: -12.539948
Word: acht Frec: 0 LogProb: -13.638559
Word: achten Frec: 0 LogProb: -13.638559
Word: achterge Frec: 0 LogProb: -13.638559
Word: achternaam Frec: 0 LogProb: -13.638559
Word: achthund Frec: 0 LogProb: -13.638559
Word: achthunderttausend Frec: 0 LogProb: -13.638559
Word: achtung Frec: 0 LogProb: -13.638559
Word: achy Frec: 0 LogProb: -13.638559
Word: aci Frec: 0 LogProb: -13.638559
Word: acid Frec: 1 LogProb: -12.945413
Word: acidic Frec: 0 LogProb: -13.638559
Word: acima Frec: 0 LogProb: -13.638559
Word: acitivities Frec: 1 LogProb: -12.945413
Word: acjewkoe Frec: 0 LogProb: -13.638559
Word: acjewkoewlvewdj Frec: 0 LogProb: -13.638559
Word: ack Frec: 5 LogProb: -11.846800
Word: ackno Frec: 0 LogProb: -13.638559
Word: acknowledge Frec: 2 LogProb: -12.539948
Word: acknowledged Frec: 7 LogProb: -11.559118
Word: acknowledgement Frec: 11 LogProb: -11.153653
Word: acknowledgements Frec: 1 LogProb: -12.945413
Word: acknowledges Frec: 1 LogProb: -12.945413
Word: acknowledging Frec: 0 LogProb: -13.638559
Word: acknowledgment Frec: 0 LogProb: -13.638559
Word: acl Frec: 3 LogProb: -12.252265
Word: aclarando Frec: 1 LogProb: -12.945413
Word: aclarar Frec: 2 LogProb: -12.539948
Word: aclararme Frec: 1 LogProb: -12.945413
Word: aclaro Frec: 1 LogProb: -12.945413
Word: aclipisa Frec: 0 LogProb: -13.638559
Word: aclocal Frec: 2 LogProb: -12.539948
Word: acm Frec: 1 LogProb: -12.945413
Word: acmarket Frec: 0 LogProb: -13.638559
Word: acme Frec: 1 LogProb: -12.945413
Word: acmey Frec: 0 LogProb: -13.638559
Word: acmiconnect Frec: 0 LogProb: -13.638559
Word: acn Frec: 0 LogProb: -13.638559
Word: acne Frec: 0 LogProb: -13.638559
Word: aco Frec: 1 LogProb: -12.945413
Word: acoh Frec: 0 LogProb: -13.638559
Word: acojedo Frec: 0 LogProb: -13.638559
Word: acomodar Frec: 4 LogProb: -12.029121
Word: acomode Frec: 1 LogProb: -12.945413
Word: acondicionadores Frec: 0 LogProb: -13.638559
Word: aconsejamos Frec: 0 LogProb: -13.638559
Word: aconsejan Frec: 0 LogProb: -13.638559
Word: acordaba Frec: 1 LogProb: -12.945413
Word: acosta Frec: 1 LogProb: -12.945413
Word: acqoafpemyhe Frec: 0 LogProb: -13.638559
Word: acquaint Frec: 1 LogProb: -12.945413
Word: acquaintance Frec: 4 LogProb: -12.029121
Word: acquaintances Frec: 0 LogProb: -13.638559
Word: acquainted Frec: 3 LogProb: -12.252265
Word: acquaviva Frec: 1 LogProb: -12.945413
Word: acquiesced Frec: 0 LogProb: -13.638559
Word: acquiescence Frec: 1 LogProb: -12.945413
Word: acquiescent Frec: 0 LogProb: -13.638559
Word: acquirable Frec: 0 LogProb: -13.638559
Word: acquire Frec: 15 LogProb: -10.865971
Word: acquired Frec: 21 LogProb: -10.547517
Word: acquires Frec: 0 LogProb: -13.638559
Word: acquiring Frec: 11 LogProb: -11.153653
Word: acquisition Frec: 40 LogProb: -9.924988
Word: acquisitions Frec: 27 LogProb: -10.306355
Word: acquittal Frec: 0 LogProb: -13.638559
Word: acquitter Frec: 0 LogProb: -13.638559
Word: acre Frec: 0 LogProb: -13.638559
Word: acredit Frec: 2 LogProb: -12.539948
Word: acredita Frec: 5 LogProb: -11.846800
Word: acreditaba Frec: 1 LogProb: -12.945413
Word: acreditaci Frec: 5 LogProb: -11.846800
Word: acreditado Frec: 6 LogProb: -11.692650
Word: acreditan Frec: 3 LogProb: -12.252265
Word: acreditando Frec: 4 LogProb: -12.029121
Word: acreditar Frec: 17 LogProb: -10.748188
Word: acreditara Frec: 1 LogProb: -12.945413
Word: acreditarle Frec: 1 LogProb: -12.945413
Word: acreditaron Frec: 4 LogProb: -12.029121
Word: acreditarse Frec: 1 LogProb: -12.945413
